r_over_lB,density_mean_2pi_rho_lB2,density_stderr,Q_mean,Q_stderr
4.6783102,0.35301505,0.0013395068,-0.41479628,0.0016424462
4.7203523,0.35486691,0.0009589926,-0.41070081,0.0016525422
4.7620525,0.35433707,0.0012477532,-0.4067061,0.0016694946
4.8034197,0.35186118,0.0012192125,-0.40318229,0.0016855211
4.8444625,0.3541492,0.0012341906,-0.39922331,0.0017017873
4.8851891,0.35609076,0.001193941,-0.39489507,0.0017168703
4.9256074,0.35516838,0.0016396151,-0.39074226,0.0017449604
4.965725,0.35425642,0.0013539949,-0.3867629,0.0017638599
5.0055491,0.3553248,0.0010819583,-0.38258034,0.0017758227
5.0450869,0.35521413,0.0011481991,-0.37841882,0.0017891994
5.0843449,0.35315048,0.0012382999,-0.3746498,0.0018046331
5.1233297,0.3535664,0.0013224737,-0.37080166,0.0018220767
5.1620474,0.35150383,0.0014318501,-0.36734581,0.0018423148
5.2005043,0.3514344,0.0012979919,-0.36390317,0.0018587809
5.2387059,0.35139366,0.0012110561,-0.36046827,0.0018729973
5.2766579,0.35238006,0.0012980223,-0.35684577,0.0018891967
5.3143658,0.35067735,0.0012407632,-0.35354711,0.0019038779
5.3518346,0.34957863,0.0014485164,-0.35045741,0.0019237068
5.3890695,0.35020341,0.0012708906,-0.34724889,0.0019388326
5.4260752,0.35022549,0.0013551933,-0.34403617,0.0019558896
5.4628566,0.34819187,0.0012717491,-0.34121022,0.0019707885
5.4994181,0.34639775,0.0011696282,-0.33872549,0.0019833033
5.5357642,0.34604874,0.0013100217,-0.33630715,0.0019988921
5.5718991,0.34603747,0.0011753645,-0.33389095,0.002011353
5.6078269,0.34650747,0.0014206586,-0.33138535,0.0020294202
5.6435517,0.34700229,0.0011586417,-0.32878565,0.0020413491
5.6790773,0.34412469,0.0013250421,-0.32673324,0.0020568459
5.7144074,0.34421794,0.0012868948,-0.3246631,0.002071357
5.7495458,0.34361577,0.0011745022,-0.32270748,0.002083367
5.784496,0.34267236,0.001373024,-0.32093129,0.002099669
5.8192613,0.34328865,0.0013537332,-0.31903788,0.0021153957
5.8538452,0.34205832,0.0011693048,-0.31737848,0.0021270535
5.8882508,0.34103581,0.0010932911,-0.31591354,0.0021371927
5.9224814,0.34144208,0.0012765596,-0.31437134,0.0021509391
5.9565399,0.34048707,0.0010532342,-0.31301076,0.0021602466
5.9904294,0.33850095,0.0010747177,-0.31202793,0.0021698951
6.0241528,0.33838571,0.001439349,-0.31106702,0.0021870949
6.0577129,0.33774693,0.0014269693,-0.3102276,0.0022038692
6.0911123,0.33680057,0.0011775694,-0.30956817,0.0022152198
6.1243539,0.33896585,0.0012032483,-0.30849692,0.002227009
6.1574401,0.33653248,0.00096637254,-0.30788847,0.0022345804
6.1903736,0.33643581,0.0013778778,-0.30729841,0.0022498943
6.2231568,0.33537528,0.0011980479,-0.30691005,0.0022614029
6.255792,0.33271328,0.0011236789,-0.30702798,0.0022714789
6.2882817,0.33487482,0.0010543368,-0.3067348,0.0022803128
6.3206281,0.33478836,0.0011683648,-0.30645807,0.0022911142
6.3528335,0.33357425,0.0010713707,-0.30641225,0.0023001574
6.3849,0.33409968,0.0011360184,-0.3062665,0.0023102826
6.4168298,0.33113484,0.0012267414,-0.30668463,0.0023220339
6.4486249,0.33319825,0.0011231596,-0.30671032,0.0023318388
6.4802874,0.33377735,0.0010878693,-0.30662587,0.002341
6.5118192,0.33368836,0.0013212612,-0.30655835,0.0023544485
6.5432222,0.33211556,0.0012946204,-0.30678996,0.0023672884
6.5744984,0.33285027,0.0012137383,-0.30688183,0.0023785167
6.6056496,0.32966745,0.0013609741,-0.30757905,0.0023925597
6.6366776,0.33101261,0.00097393374,-0.30802043,0.0023997194
6.6675841,0.33216432,0.0011445337,-0.30824276,0.002409572
6.6983709,0.33014183,0.0011725361,-0.30884975,0.0024198695
6.7290397,0.32967373,0.0010041016,-0.30954578,0.0024273933
6.7595921,0.32958396,0.0012879875,-0.31025887,0.0024397223
6.7900297,0.33003589,0.0012838753,-0.31088601,0.0024519113
6.8203541,0.33171773,0.0013539752,-0.31119328,0.0024653969
6.8505668,0.33265901,0.0011912014,-0.31132153,0.0024757845
6.8806694,0.33005832,0.0012328189,-0.31194441,0.0024868625
6.9106633,0.32853821,0.0010762229,-0.31285639,0.0024952719
6.9405501,0.33186463,0.0010838561,-0.31313573,0.0025037722
6.970331,0.33049785,0.0012417769,-0.31367501,0.0025148863
7.0000075,0.33120815,0.0012052384,-0.3140792,0.0025253113
7.0295809,0.33054606,0.0012944457,-0.31460931,0.0025372834
7.0590527,0.32767305,0.0013188533,-0.31568584,0.0025496518
7.088424,0.33090181,0.0013378876,-0.31614829,0.0025623174
7.1176963,0.3308668,0.0010187794,-0.3166174,0.0025696331
7.1468707,0.32817133,0.0011770909,-0.31759916,0.0025793667
7.1759484,0.32819642,0.0012328102,-0.31857615,0.0025900015
7.2049308,0.32982949,0.0011648831,-0.31924255,0.0025994599
7.2338189,0.33003411,0.0012760171,-0.31987003,0.002610764
7.2626139,0.32974385,0.0010164732,-0.32055271,0.0026179118
7.2913171,0.33019655,0.0012140047,-0.3211493,0.0026280741
7.3199294,0.32956004,0.0012627815,-0.32186694,0.0026390253
7.348452,0.33000796,0.0012698274,-0.3224994,0.002650053
7.376886,0.32859004,0.0011074815,-0.32340152,0.0026584106
7.4052325,0.33041651,0.0011093013,-0.32395628,0.0026667693
7.4334924,0.32847804,0.0012563541,-0.32487971,0.0026774529
7.4616669,0.33085297,0.0011666309,-0.32535145,0.0026866308
7.4897568,0.33133728,0.001197853,-0.32573108,0.0026962728
7.5177633,0.32874461,0.0011862438,-0.32660381,0.0027056955
7.5456872,0.33179164,0.0010992349,-0.32689702,0.0027137604
7.5735296,0.32723499,0.0008055984,-0.32805686,0.0027180822
7.6012913,0.32969234,0.0012132183,-0.32874935,0.0027278587
7.6289732,0.33080589,0.0012798122,-0.32923004,0.0027386968
7.6565764,0.33060301,0.00090644384,-0.32974932,0.0027441175
7.6841016,0.33013964,0.001079825,-0.33035673,0.0027517919
7.7115498,0.33096623,0.0011550658,-0.33080693,0.0027605469
7.7389218,0.33061265,0.0015034033,-0.33132438,0.0027753155
7.7662184,0.33150328,0.0012586347,-0.33167243,0.0027856201
7.7934405,0.3319176,0.0012557315,-0.33194169,0.0027958394
7.8205889,0.33169901,0.0012232271,-0.33225252,0.0028055021
7.8476644,0.33137337,0.0010560886,-0.33262529,0.002812683
7.8746678,0.33137074,0.0010284242,-0.33299856,0.0028194758
7.9015999,0.33128935,0.0012363803,-0.3333873,0.0028292646
7.9284614,0.33331562,0.0012892661,-0.33339067,0.0028398704
7.9552531,0.33102836,0.0011789345,-0.33382906,0.0028487083
7.9819757,0.33118798,0.0010435805,-0.33423708,0.0028556143
8.00863,0.33294806,0.0012312949,-0.33431036,0.0028652004
8.0352167,0.32890318,0.0012929669,-0.33515293,0.0028757338
8.0617364,0.33217069,0.0011072395,-0.33537405,0.002883434
8.08819,0.33218036,0.00097313138,-0.33559333,0.0028893678
8.114578,0.33107918,0.0014215879,-0.33602205,0.0029019902
8.1409012,0.33225888,0.001203191,-0.3362264,0.0029109986
8.1671602,0.33321651,0.0010838303,-0.33624862,0.0029182878
8.1933557,0.3330024,0.0010839047,-0.33631156,0.0029255599
8.2194883,0.33244204,0.0012385947,-0.33648108,0.0029350287
8.2455587,0.33245617,0.0012392,-0.33664791,0.0029444762
8.2715675,0.33159421,0.0013588486,-0.33697867,0.0029557962
8.2975152,0.33087657,0.0012648905,-0.33744592,0.0029655699
8.3234026,0.33129659,0.0010933279,-0.33783329,0.0029728512
8.3492302,0.32977688,0.0011937572,-0.33850969,0.0029815083
8.3749986,0.33337808,0.0010643578,-0.33850118,0.0029883724
8.4007084,0.33269796,0.0012099164,-0.33862202,0.0029972191
8.4263602,0.3316472,0.0011188641,-0.33894271,0.0030047637
8.4519545,0.33215467,0.0013181246,-0.33916688,0.0030152036
8.4774919,0.33304928,0.00099505626,-0.3392209,0.0030211369
8.502973,0.33405139,0.0013753778,-0.33908434,0.0030324403
8.5283982,0.33242916,0.001276581,-0.3392563,0.0030421444
8.5537682,0.33446295,0.0011571316,-0.33904146,0.0030500944
8.5790835,0.33285819,0.0012263567,-0.33913183,0.0030589993
8.6043445,0.33280722,0.0011786216,-0.33923189,0.0030672016
8.6295518,0.33262002,0.0010242811,-0.33936755,0.0030733818
8.6547059,0.33298678,0.001224434,-0.33943346,0.0030821919
8.6798074,0.33165383,0.0011715357,-0.33975289,0.0030902351
8.7048566,0.33405549,0.00088366809,-0.33961554,0.0030948019
8.7298541,0.33451472,0.0013677861,-0.33939085,0.0031057159
8.7548005,0.33083992,0.0011929668,-0.33986508,0.0031139928
8.779696,0.33142987,0.0013207272,-0.3402271,0.0031241074
8.8045413,0.33413025,0.0012068965,-0.34007553,0.0031325286
8.8293367,0.33381731,0.0012970999,-0.33998348,0.0031422276
8.8540828,0.33387276,0.00084328366,-0.33988089,0.0031463181
8.87878,0.33465861,0.0013427241,-0.33962884,0.0031566648
8.9034288,0.33479074,0.0011380631,-0.33935165,0.0031640769
8.9280295,0.33443619,0.0011039265,-0.3391419,0.0031710352
8.9525826,0.33442116,0.0012430039,-0.33893501,0.0031798353
8.9770886,0.33440798,0.0012393272,-0.33873062,0.0031885594
9.0015479,0.33523878,0.0012014196,-0.33836822,0.0031967362
9.0259608,0.33448811,0.0010462531,-0.3381486,0.0032029234
9.0503279,0.33479013,0.0012306268,-0.33787153,0.0032114637
9.0746495,0.33362834,0.0013015678,-0.33781542,0.0032209902
9.0989259,0.33378541,0.0011857975,-0.33772944,0.003228876
9.1231578,0.33410436,0.001346893,-0.3375828,0.0032390216
9.1473453,0.3339932,0.0013395522,-0.3374573,0.0032490258
9.1714889,0.33463202,0.0012081375,-0.3372103,0.0032571407
9.195589,0.33473438,0.0012001048,-0.33694384,0.0032651283
9.219646,0.33395667,0.0010508556,-0.33682528,0.0032712395
9.2436602,0.33484983,0.0014647996,-0.33653686,0.0032830809
9.2676321,0.33317438,0.0013728094,-0.33656709,0.0032934467
9.2915619,0.33303057,0.0012366115,-0.33662467,0.0033018337
9.3154501,0.33230364,0.0011077195,-0.33682051,0.0033085482
9.339297,0.3325836,0.0013720311,-0.3369631,0.0033188227
9.363103,0.33511587,0.001113915,-0.33662408,0.0033255777
9.3868683,0.33479977,0.0010896521,-0.33634518,0.0033320288
9.4105935,0.3341764,0.0010809959,-0.33618484,0.0033383656
9.4342787,0.33344173,0.0011324805,-0.33616422,0.0033453067
9.4579244,0.33444983,0.0010610831,-0.33595187,0.0033513882
9.4815309,0.33251345,0.0012935905,-0.33610781,0.0033604066
9.5050985,0.33449872,0.0011050846,-0.33588616,0.003366973
9.5286275,0.33304509,0.00093316433,-0.33594098,0.0033716473
9.5521183,0.33486097,0.0011844803,-0.33565044,0.0033791648
9.5755712,0.33527771,0.001245939,-0.33528064,0.0033874633
9.5989865,0.33262074,0.0012003928,-0.33541617,0.003395148
9.6223646,0.33355211,0.00092183087,-0.33537456,0.0033996718
9.6457056,0.33390549,0.0010637549,-0.33526574,0.0034056864
9.66901,0.33381183,0.0012530443,-0.33517474,0.0034140144
9.6922781,0.3341572,0.0010871931,-0.33501805,0.0034202704
9.7155101,0.33393017,0.0013567776,-0.33490453,0.0034299909
9.7387063,0.33491128,0.0011355635,-0.33460442,0.0034367837
9.7618671,0.33369019,0.0013213688,-0.33453655,0.0034459599
9.7849928,0.33431309,0.0010990153,-0.33435021,0.0034522934
9.8080835,0.33368238,0.0011478499,-0.33428383,0.003459189
9.8311397,0.33532549,0.0010250671,-0.33390494,0.0034646785
9.8541615,0.33298695,0.0011576262,-0.33397082,0.003471667
9.8771494,0.33434518,0.0012505671,-0.33377837,0.0034798049
9.9001035,0.33312381,0.0011384311,-0.33381822,0.0034865344
9.9230241,0.33270768,0.0010707984,-0.33393721,0.0034924773
9.9459115,0.33167459,0.0013599399,-0.33425269,0.0035020417
9.968766,0.33184065,0.0012753189,-0.33453658,0.0035104314
9.9915878,0.33457985,0.0012050025,-0.33429951,0.0035179044
10.014377,0.33468278,0.0011873959,-0.33404286,0.0035251456
10.037134,0.33461682,0.0010906343,-0.33379875,0.0035312431
10.05986,0.3337884,0.0012738005,-0.3337122,0.0035395437
10.082554,0.33207381,0.0015451925,-0.33395175,0.0035517229
10.105216,0.33252663,0.0011535358,-0.33410518,0.0035584924
10.127847,0.33329339,0.0011112783,-0.33411277,0.0035647635
10.150448,0.33523038,0.0011941242,-0.33375197,0.0035719907
10.173018,0.33538211,0.0010785438,-0.33336232,0.0035778758
10.195557,0.33531274,0.0011986624,-0.33298586,0.0035851314
10.218066,0.33465463,0.001152423,-0.33273456,0.003591825
10.240546,0.33605048,0.0013087377,-0.33221778,0.0036004393
10.262995,0.33207642,0.0012294367,-0.33245683,0.0036080241
10.285416,0.33392381,0.0011712236,-0.33234453,0.0036148939
10.307807,0.33582202,0.0010786222,-0.33187121,0.0036207101
10.330169,0.3354348,0.001259594,-0.33147153,0.0036286267
10.352503,0.33474718,0.001125397,-0.33120263,0.0036349339
10.374808,0.33434829,0.0010966044,-0.33100959,0.0036409124
10.397084,0.33368152,0.0013204218,-0.33094337,0.003649563
10.419333,0.33540872,0.00108537,-0.33054866,0.0036553963
10.441554,0.33343802,0.0012321113,-0.33052874,0.0036628999
10.463747,0.33409173,0.00095821826,-0.33038451,0.0036674307
10.485913,0.33250794,0.0011113102,-0.33054149,0.0036735162
10.508051,0.33393943,0.001090029,-0.33042621,0.0036793613
10.530163,0.33368783,0.0011296493,-0.33035879,0.0036856288
10.552248,0.33414278,0.0011855835,-0.33020484,0.00369252
10.574306,0.33279413,0.0012916645,-0.3303074,0.0037006828
10.596338,0.33349371,0.00088363602,-0.33027689,0.0037044969
10.618344,0.33316943,0.0011095625,-0.33030807,0.0037105027
10.640324,0.33290958,0.0013475791,-0.33038866,0.0037193437
10.662279,0.33250084,0.0011782707,-0.33054699,0.0037260887
10.684207,0.33188735,0.0011069468,-0.330822,0.0037320316
10.706111,0.33550455,0.0011622296,-0.33040906,0.003738572
10.727989,0.33252316,0.0011101451,-0.33056315,0.0037445293
10.749842,0.33250865,0.0011701044,-0.33071999,0.0037511365
10.771671,0.33653691,0.0011856053,-0.33011071,0.0037579078
10.793475,0.33383939,0.0011178808,-0.33001446,0.0037639174
10.815255,0.3353404,0.0013992628,-0.32963274,0.0037733138
10.837011,0.33111021,0.0012541666,-0.33005555,0.0037808456
10.858742,0.33313674,0.0012280063,-0.33009294,0.0037880525
10.88045,0.33313177,0.0011326689,-0.33013128,0.003794173
10.902134,0.33395827,0.0012943348,-0.33001242,0.0038021505
10.923795,0.33479682,0.0013574209,-0.32973408,0.0038109053
10.945433,0.33331594,0.0011182173,-0.32973739,0.003816835
10.967048,0.33186276,0.0010516571,-0.33001708,0.0038220721
10.988639,0.33328556,0.001286032,-0.33002616,0.0038298903
11.010208,0.33291507,0.001153486,-0.33010571,0.0038361684
11.031755,0.33273421,0.0011956337,-0.33021966,0.0038429023
11.053279,0.3334288,0.001133817,-0.3302015,0.0038489477
11.074781,0.33226811,0.0011749845,-0.3304041,0.0038554296
11.096261,0.33355128,0.0010090322,-0.33036265,0.0038602029
11.117719,0.33561238,0.0013328441,-0.32992919,0.0038685172
11.139156,0.33410564,0.0011737336,-0.32978231,0.0038749527
11.160571,0.33574928,0.0010745313,-0.32932282,0.0038803381
11.181964,0.33339752,0.0011007028,-0.32931061,0.003885981
11.203337,0.3327868,0.0010515563,-0.32941456,0.003891124
11.224688,0.33473914,0.00091812999,-0.32914719,0.0038950402
11.246019,0.33277029,0.0010834706,-0.32925427,0.0039004873
11.267329,0.33468392,0.00090422288,-0.3289974,0.0039042767
11.288619,0.33173587,0.0010656536,-0.32930123,0.0039095338
11.309888,0.33247722,0.00099425258,-0.32946405,0.0039141042
11.331137,0.33128383,0.0010383572,-0.32985384,0.0039190831
11.352366,0.33376194,0.0012645603,-0.32977233,0.0039264559
11.373576,0.33250834,0.0011723511,-0.32992923,0.0039327817
11.394765,0.33312404,0.001134475,-0.32996904,0.003938696
11.415935,0.33270072,0.0014143908,-0.33008936,0.0039478715
11.437086,0.33329371,0.0010928459,-0.33009689,0.0039533391
11.458217,0.33184263,0.0013326683,-0.33038041,0.0039614559
11.479329,0.33257966,0.0014523407,-0.33052375,0.0039710742
11.500422,0.33074731,0.0012124468,-0.33101559,0.0039777638
11.521497,0.33283491,0.001088778,-0.33111039,0.0039831501
11.542553,0.33129817,0.00090197787,-0.33149745,0.0039868425
11.56359,0.33410829,0.001083506,-0.33135006,0.0039921647
11.584609,0.33345482,0.0013006909,-0.33132696,0.0039998219
11.60561,0.33055227,0.0013720724,-0.33185589,0.0040083254
11.626593,0.331376,0.0011225684,-0.33222815,0.0040140074
11.647557,0.33205619,0.0011650312,-0.33247105,0.0040201184
11.668504,0.33403234,0.0012871034,-0.33233811,0.0040275646
11.689434,0.33181998,0.001181735,-0.33262594,0.0040338308
11.710346,0.33249114,0.001224953,-0.33278611,0.0040405529
11.73124,0.33268204,0.00086150008,-0.33290998,0.0040438737
11.752118,0.33272469,0.0010125083,-0.33302574,0.0040484561
11.772978,0.33461629,0.0011432754,-0.33278173,0.0040542912
11.793821,0.33281747,0.0013905692,-0.33287984,0.0040629082
11.814648,0.33437781,0.0013445157,-0.33268119,0.0040709474
11.835458,0.33242794,0.0010297988,-0.33285339,0.0040756561
11.856251,0.33238029,0.0012000284,-0.33303465,0.0040820416
11.877028,0.33245465,0.0011770966,-0.33320177,0.0040881759
11.897788,0.3324416,0.0009623807,-0.33337137,0.0040922713
11.918533,0.33130074,0.0011552688,-0.33375795,0.0040981656
11.939261,0.33254606,0.0012969542,-0.33390768,0.0041055823
11.959974,0.332196,0.0010837444,-0.33412399,0.0041107531
11.980671,0.33511771,0.0011674833,-0.33378462,0.0041167456
12.001352,0.33430177,0.0012284472,-0.33360043,0.0041233701
12.022018,0.33230933,0.0013859711,-0.33379519,0.0041317872
12.042668,0.33076183,0.0011214463,-0.33428426,0.0041372886
12.063304,0.33299688,0.0012891898,-0.33434825,0.0041445477
12.083924,0.33213227,0.0011682775,-0.33457668,0.0041504995
12.104529,0.33334339,0.0011057884,-0.33457477,0.0041558244
12.125119,0.33097914,0.0011917874,-0.33502251,0.0041620012
12.145695,0.33207036,0.0014013582,-0.33526272,0.0041705263
12.166255,0.33347274,0.0012656489,-0.3352362,0.0041774673
12.186802,0.33269629,0.0013453092,-0.33535736,0.0041852956
12.207334,0.33087421,0.0013265094,-0.33582506,0.0041928927
12.227852,0.33354284,0.0011379291,-0.33578522,0.0041984745
12.248355,0.33288533,0.0010659304,-0.33587042,0.0042033662
12.268845,0.33292777,0.0012433865,-0.33594756,0.0042100131
12.289321,0.33206227,0.0010333794,-0.3361893,0.0042145982
12.309783,0.33353779,0.0010129588,-0.33615042,0.0042189991
12.330231,0.33480699,0.0009725405,-0.33587014,0.0042230518
12.350666,0.33310307,0.0011176467,-0.33591393,0.0042283981
12.371088,0.33317543,0.0012054779,-0.33594397,0.0042346092
12.391496,0.33432322,0.0011049181,-0.3357557,0.0042398203
12.411891,0.3337092,0.0011770673,-0.33568421,0.0042457264
12.432273,0.33309785,0.0013434656,-0.335729,0.004253408
12.452642,0.33278598,0.0013252174,-0.3358331,0.0042608691
12.472998,0.33328627,0.0010733908,-0.33584205,0.0042657569
12.493341,0.33490669,0.0014044875,-0.33554281,0.0042741122
12.513672,0.33364737,0.0011477303,-0.33548309,0.0042796827
12.53399,0.33234665,0.0013470407,-0.33567074,0.0042873441
12.554296,0.33351825,0.0012532265,-0.33563557,0.0042939645
12.574589,0.33409076,0.0012622038,-0.33549152,0.0043006696
12.594871,0.33401886,0.0011364739,-0.33536114,0.0043060978
12.61514,0.33218055,0.0012985801,-0.33558039,0.0043131747
12.635397,0.33252922,0.0010401356,-0.33573332,0.0043177089
12.655643,0.33179343,0.0012484543,-0.33602619,0.0043242329
12.675877,0.33712185,0.0010616853,-0.33530565,0.0043289447
12.696099,0.33305682,0.0010006971,-0.33535824,0.0043331265
12.716309,0.33395617,0.001132266,-0.33523979,0.0043384743
12.736509,0.33431152,0.0011994516,-0.33505375,0.0043444677
12.756697,0.33372341,0.0011797646,-0.33497956,0.0043502581
12.776873,0.33175549,0.0012485535,-0.33527965,0.0043567344
12.797039,0.33187112,0.001257041,-0.33555775,0.0043632891
12.817193,0.33182189,0.00096624669,-0.33584521,0.0043671574
12.837337,0.33436891,0.0010039239,-0.33564825,0.0043713294
12.85747,0.33210133,0.001370035,-0.33588257,0.0043790885
12.877592,0.33224779,0.0011077735,-0.33608903,0.0043841539
12.897704,0.33184623,0.0011405304,-0.33637186,0.0043895169
12.917805,0.33429888,0.0010475046,-0.33618822,0.0043940356
12.937896,0.33295743,0.0010088413,-0.33625971,0.0043982228
12.957976,0.33377331,0.0011936686,-0.33617604,0.0044040781
12.978047,0.33355874,0.0013628124,-0.33613317,0.0044116987
12.998107,0.33259707,0.0010222787,-0.3362732,0.0044159809
13.018157,0.33427952,0.001122814,-0.33609324,0.0044211412
13.038198,0.33570608,0.0012114145,-0.33564197,0.0044271406
13.058228,0.33369672,0.0010352709,-0.33557286,0.004431517
13.078249,0.33103196,0.0013577463,-0.33601055,0.0044390343
13.09826,0.33141482,0.0010833779,-0.33637544,0.0044438138
13.118262,0.33419482,0.0013266188,-0.33621159,0.0044509708
13.138255,0.33490758,0.0011857997,-0.33591218,0.0044566808
13.158238,0.33399145,0.0012830052,-0.33578702,0.0044633561
13.178212,0.33428143,0.0013595463,-0.3356067,0.0044708396
13.198177,0.33487398,0.0013620903,-0.33531368,0.0044783386
13.218133,0.33473926,0.0012324092,-0.33504629,0.0044844684
13.23808,0.3359412,0.0011468074,-0.3345503,0.0044897694
13.258018,0.33395225,0.0013185519,-0.33443258,0.0044967675
13.277948,0.33330962,0.001223014,-0.33443709,0.0045027795
13.297868,0.33323122,0.0010504221,-0.33445652,0.0045072092
13.317781,0.33400773,0.0010829253,-0.33432825,0.0045119126
13.337685,0.33169954,0.00080531755,-0.33463898,0.0045145115
13.35758,0.33483122,0.0010033899,-0.3343541,0.0045185432
13.377468,0.33399901,0.0011400746,-0.3342275,0.0045237427
13.397347,0.33298905,0.0011868201,-0.33429297,0.0045293706
13.417218,0.33367895,0.0012508042,-0.33422724,0.0045356135
13.437081,0.33441716,0.0011594021,-0.33402111,0.0045409705
13.456936,0.33463147,0.0011211443,-0.33377422,0.0045459741
13.476784,0.33381141,0.0012949415,-0.33368329,0.0045526407
13.496624,0.33384625,0.001118714,-0.33358574,0.0045576099
13.516456,0.33168299,0.0011363816,-0.33389962,0.0045627315
13.536281,0.33309895,0.0010434073,-0.33394419,0.004567045
13.556098,0.33422295,0.0012402775,-0.333775,0.0045731328
13.575908,0.33269358,0.0010892247,-0.33389667,0.0045778225
13.595711,0.3318632,0.0012089809,-0.33417628,0.0045835935
13.615506,0.33419531,0.0012006172,-0.33401234,0.0045892778
13.635295,0.33522444,0.001123074,-0.33365267,0.0045942459
13.655076,0.33529935,0.001132369,-0.33327875,0.004599291
13.674851,0.33193541,0.0010698807,-0.33354462,0.0046037899
13.694619,0.33453638,0.001211544,-0.33331582,0.0046095528
13.71438,0.33432966,0.0009255642,-0.33312632,0.0046129128
13.734134,0.33675004,0.0012272176,-0.3324765,0.0046188139
13.753882,0.33323076,0.0012020465,-0.33249601,0.0046244684
13.773624,0.33416356,0.0013751301,-0.33233811,0.0046318581
13.793359,0.333646,0.0012696685,-0.33227864,0.0046381485
13.813088,0.33332531,0.0010988597,-0.33228017,0.0046428546
13.832811,0.33403684,0.0013131666,-0.33214637,0.0046495672
13.852528,0.33059295,0.0012141794,-0.33266756,0.0046552982
13.872238,0.33337724,0.0012728031,-0.33265921,0.0046615879
13.891943,0.33331362,0.001326676,-0.33266296,0.0046684116
13.911642,0.33147739,0.0013806226,-0.33301594,0.0046757904
13.931335,0.33445069,0.0014830406,-0.33280343,0.0046842901
13.951023,0.33216891,0.0013595473,-0.3330249,0.0046914212
